expocode,start_date,end_date,map,legs,region,alias,ship,chief_scientist,carbon_PI,hydrography_PI,oxygen_PI,nutrients_PI,cfc_PI,organics_PI,isotopes_PI,other_pi,measurements,cruise_references,data_files,metadata_report,QC_details
18SN19970831,1997-08-31,1997-09-16,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/18SN19970831.jpg,18SN19970831,Arctic,"18SNA097, JOIS97 Leg 3",Louis S. St-Laurent,"F. McLaughlin, K. Falkner","P.Jones, K. Azetsu-Scott","F.McLaughlin, K.Falkner",,,"P.Jones, K. Azetsu-Scott",,,,"CTDTMP, SALNTY, CFC-11, CFC-12, CFC113, CCL4, TCARBN, ALKALI, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/18SN19970831.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116061/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116061.html,https://glodapv2.geomar.de/adjustments/show/18SN19970831
18SN19970924,1997-09-24,1997-10-15,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/18SN19970924.jpg,18SN19970924,Arctic,"18SNA097, JOIS97 Leg 4",Louis S. St-Laurent,J. Swift,"P.Jones, K. Azetsu-Scott",J. Swift,J. Swift,J. Swift,"P.Jones, K. Azetsu-Scott",,,,"CTDTMP, SALNTY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-12, CFC113, CCL4, TCARBN, ALKALI, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/18SN19970924.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0113984/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0113984.html,https://glodapv2.geomar.de/adjustments/show/18SN19970924
18SN20020816,2002-08-16,2002-09-05,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/IOS_Arc_Map.png,18SN20020816,Arctic,"SN02, IOS_Arctic_Database",Louis S. St-Laurent,F. McLaughlin,"C.S. Wong, L. Miller",IOS,IOS,IOS,,IOS,IOS,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, PHSPHT, NH4, TCARBN, ALKALI, PH_TOT, PH_TMP, DOC, TOC, POC, PON, DELO18, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116709/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116709.html,https://glodapv2.geomar.de/adjustments/show/18SN20020816
18SN20030806,2003-08-06,2003-09-07,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/IOS_Arc_Map.png,18SN20030806,Arctic,"SN03, IOS_Arctic_Database",Louis S. St-Laurent,B.van Hardenberg,"C.S. Wong, L. Miller",IOS,IOS,IOS,,IOS,IOS,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, PHSPHT, NH4, TCARBN, ALKALI, PH_TOT, PH_TMP, DOC, TOC, POC, PON, DELO18, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116709/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116709.html,https://glodapv2.geomar.de/adjustments/show/18SN20030806
18SN20050729,2005-07-29,2005-09-01,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/IOS_Arc_Map.png,18SN20050729,Arctic,"SN05.04, IOS_Arctic_Database",Louis S. St-Laurent,S.Zimmerman,"C.S. Wong, L. Miller",IOS,IOS,IOS,,IOS,IOS,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, PHSPHT, NH4, TCARBN, ALKALI, PH_TOT, PH_TMP, DOC, TOC, POC, PON, DELO18, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116709/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116709.html,https://glodapv2.geomar.de/adjustments/show/18SN20050729
18SN20060805,2006-08-05,2006-09-14,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/IOS_Arc_Map.png,18SN20060805,Arctic,"SN06.18, IOS_Arctic_Database",Louis S. St-Laurent,S.Zimmerman,"C.S. Wong, L. Miller",IOS,IOS,IOS,,IOS,IOS,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, PHSPHT, NH4, TCARBN, ALKALI, PH_TOT, PH_TMP, DOC, TOC, POC, PON, DELO18, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116709/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116709.html,https://glodapv2.geomar.de/adjustments/show/18SN20060805
18SN20060914,2006-09-14,2006-10-02,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/IOS_Arc_Map.png,18SN20060914,Arctic,"SN06.43, IOS_Arctic_Database",Louis S. St-Laurent,S.Zimmerman,"C.S. Wong, L. Miller",IOS,IOS,IOS,,IOS,IOS,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, PHSPHT, NH4, TCARBN, ALKALI, PH_TOT, PH_TMP, DOC, TOC, POC, PON, DELO18, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116709/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116709.html,https://glodapv2.geomar.de/adjustments/show/18SN20060914
18SN20070704,2007-07-04,2007-07-26,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/IOS_Arc_Map.png,18SN20070704,Arctic,"SN07.19, IOS_Arctic_Database",Louis S. St-Laurent,S.Zimmerman,"C.S. Wong, L. Miller",IOS,IOS,IOS,,IOS,IOS,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, PHSPHT, NH4, TCARBN, ALKALI, PH_TOT, PH_TMP, DOC, TOC, POC, PON, DELO18, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116709/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116709.html,https://glodapv2.geomar.de/adjustments/show/18SN20070704
18SN20070726,2007-07-26,2007-08-31,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/IOS_Arc_Map.png,18SN20070726,Arctic,"SN07.20, IOS_Arctic_Database",Louis S. St-Laurent,S.Zimmerman,"C.S. Wong, L. Miller",IOS,IOS,IOS,,IOS,IOS,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, PHSPHT, NH4, TCARBN, ALKALI, PH_TOT, PH_TMP, DOC, TOC, POC, PON, DELO18, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116709/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116709.html,https://glodapv2.geomar.de/adjustments/show/18SN20070726
18SN20080717,2009-07-17,2009-08-21,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/IOS_Arc_Map.png,18SN20080717,Arctic,"SN08, IOS_Arctic_Database",Louis S. St-Laurent,S.Zimmerman,"C.S. Wong, L. Miller",IOS,IOS,IOS,,IOS,IOS,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, PHSPHT, NH4, TCARBN, ALKALI, PH_TOT, PH_TMP, DOC, TOC, POC, PON, DELO18, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116709/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116709.html,https://glodapv2.geomar.de/adjustments/show/18SN20080717
18SN20090917,2009-09-17,2009-10-15,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/IOS_Arc_Map.png,18SN20090917,Arctic,"SN09, IOS_Arctic_Database",Louis S. St-Laurent,S.Zimmerman,"C.S. Wong, L. Miller",IOS,IOS,IOS,,IOS,IOS,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, PHSPHT, NH4, TCARBN, ALKALI, PH_TOT, PH_TMP, DOC, TOC, POC, PON, DELO18, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116709/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116709.html,https://glodapv2.geomar.de/adjustments/show/18SN20090917
18TH19740811,1974-08-11,1974-09-01,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/IOS_Arc_Map.png,18TH19740811,Arctic,"TH-74, IOS_Arctic_Database",Theta,R. Herlinveaux,"C.S. Wong, L. Miller",IOS,IOS,IOS,,IOS,IOS,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, PHSPHT, NH4, TCARBN, ALKALI, PH_TOT, PH_TMP, DOC, TOC, POC, PON, DELO18, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116709/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116709.html,https://glodapv2.geomar.de/adjustments/show/18TH19740811
316N20020530,2002-05-30,2002-07-01,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/316N20020530.jpg,316N20020530,Arctic,"Nordic '02, NS02, KN166_11",Knorr,W. Smethie,R. Bellerby,J. Swift,J. Swift,J. Swift,W. Smethie,,P.Schlosser,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-12, CFC113, SF6, TCARBN, ALKALI, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/316N20020530.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0113569/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0113569.html,https://glodapv2.geomar.de/adjustments/show/316N20020530
320620030705,2003-07-05,2003-08-20,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/320620030705.jpg,320620030705,Arctic,"NBP0304a, SBI",N.B. Palmer,"J.Swift, L. Codispoti",,J.Swift,L. Codispoti,L. Codispoti,D.Hansell,,,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, AMMONI, DOC, UREA, CHLORA, PHAEO, FLUORO, HAARDT, PAR, SPAR, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116064/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116064.html,https://glodapv2.geomar.de/adjustments/show/320620030705
32H120020505,2002-05-05,2002-06-15,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/32H120020505.jpg,32H120020505,Arctic,"33HQ20020505, 32H1HLY0201, SBI Spring",Healy,"J. Grebmeier, L. Cooper",N. Bates,"J.Swift,L. Codispoti",L. Codispoti,L. Codispoti,,"N. Bates, D. Hansell","L. Cooper, J. Grebmeier, D. Kadko",R. Benner,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, AMMONI, TCARBN, ALKALI, DELO18, RA-226, RA-226E, RA-228, RA-228E, RA-8/6, RA-8/6E, POC, PON, DOC, DON, TDN, UREA, LIGNIN, CHLORA, PHAEO, FLUORO",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/32H120020505.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0113952/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0113952.html,https://glodapv2.geomar.de/adjustments/show/32H120020505
32H120020718,2002-07-18,2002-08-21,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/32H120020718.jpg,32H120020718,Arctic,"33HQ20020718, 32H1HLY0203, SBI Summer",Healy,"J. Grebmeier, L. Cooper",N. Bates,"J.Swift,L. Codispoti",L. Codispoti,L. Codispoti,,"N. Bates, D. Hansell","L. Cooper, J. Grebmeier, D. Kadko",R. Benner,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, AMMONI, TCARBN, ALKALI, DELO18, RA-226, RA-226E, RA-228, RA-228E, RA-8/6, RA-8/6E, POC, PON, DOC, DON, TDN, UREA, LIGNIN, CHLORA, PHAEO, FLUORO",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/32H120020718.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0113953/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0113953.html,https://glodapv2.geomar.de/adjustments/show/32H120020718
32H120030721,2003-07-21,2003-08-16,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/RepeatSections/HLY-0301_Map.jpg,32H120030721,Arctic,"33HQ20030721, HLY-0301",Healy,Kelly K. Falkner,K. Azetsu-Scott,K.Falkner,K.Falkner,K.Falkner,,K.Falkner,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRIT, NITRAT, PHSPHT, CFC-11, CFC-12, CCL4, TCARBN, ALKALI, AMMONI, DELO18, BARIUM",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0113909/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0113909.html,https://glodapv2.geomar.de/adjustments/show/32H120030721
32H120030911,2003-09-11,2003-10-18,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/32H120030911.jpg,32H120030911,Arctic,"33HQ20030911, 32H1HLY0303, SBI)",Healy,"L.Codispoti, J.Swift",,J.Swift;,L.Codispoti,L.Codispoti,,,,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CHLORA, PHAEO, FLUORO, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/32H120030911.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0115676/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0115676.html,https://glodapv2.geomar.de/adjustments/show/32H120030911
32H120040515,2004-05-15,2004-06-23,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/32H120040515.jpg,32H120040515,Arctic,"33HQ20040515, 32H1HLY0402, SBI Spring",Healy,"L.Codispoti, J.Swift",N. Bates,J.Swift,L.Codispoti,L.Codispoti,,D. Hansell,,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, AMMONI, TCARBN, ALKALI, DOC, TDN, UREA, CHLORA, PHAEO, FLUORO, HAARDT, PAR, SPAR, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/32H120040515.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0115592/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0115592.html,https://glodapv2.geomar.de/adjustments/show/32H120040515
32H120040718,2004-07-18,2004-08-26,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/32H120040718.jpg,32H120040718,Arctic,"33HQ20040718, 32H1HLY0403, SBI Summer",Healy,"L.Codispoti, J.Swift",N. Bates,J.Swift,L.Codispoti,L.Codispoti,,,,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, AMMONI, TCARBN, ALKALI, UREA, CHLORA, PHAEO, FLUORO, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/32H120040718.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0115707/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0115707.html,https://glodapv2.geomar.de/adjustments/show/32H120040718
32H120040910,2004-09-10,2004-10-01,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/32H120040910.jpg,32H120040910,Arctic,"33HQ20040910, 32H1HLY0404, SBI",Healy,"L.Codispoti, J.Swift",,Picard,J.Swift,J.Swift,,,,,"CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CHLORA, PHAEO, FLUORO, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/32H120040910.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0113548/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0113548.html,https://glodapv2.geomar.de/adjustments/show/32H120040910
32L919920715,1992-07-15,1992-08-14,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/32L919920715.jpg,32L919920715,Arctic,NEWP92,Polar Sea,J. Deming,D.Wallace,"T.S.Hopkins, D.Voegel, J.Smith","D. Guffey, R. Ramirez, C. Neill","D. Guffey, R. Ramirez, C. Neill",,,Z. Top,,"CTDTMP, CTDSAL, SALNTY, SOMSAL, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, AMMONI, TCARBN, ALKALI, TRITUM, TRITER, HELIUM, DELHE3, DELHER, POC, PON, CHLORA, PHAEO, BACT, CTDNO, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/32L919920715.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0115687/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0115687.html,https://glodapv2.geomar.de/adjustments/show/32L919920715
32L919930718,1993-07-18,1993-08-20,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/32L919930718.jpg,32L919930718,Arctic,NEWP93,Polar Sea,J. Deming,"D.Wallace, K. Johnson, B.Schneider, C.Neill","J.Kinder, T.S.Hopkins","R.Wilke,C.Neill","R.Wilke,C.Neill",,,Z. Top,,"CTDTMP, CTDSAL, SALNTY, SOMSAL, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, AMMONI, TCARBN, FCO2, FCO2_TMP, TRITUM, TRITER, HELIUM, DELHE3, DELHER, C14_BIO, POC, PON, CHLORA, PHAEO, BACT, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/32L919930718.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0114447/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0114447.html,https://glodapv2.geomar.de/adjustments/show/32L919930718
32PZ20020715,2002-07-15,2002-08-13,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/32PZ20020715.jpg,32PZ20020715,Arctic,32PZAWS02I,Polar Star,J. Swift; L. Codispoti,,J. Swift,J. Swift,,,,,,"CTDTMP, CTDSAL, SALNTY, SILCAT, NITRAT, NITRIT, PHSPHT",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/32PZ20020715.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0115609/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0115609.html,https://glodapv2.geomar.de/adjustments/show/32PZ20020715
32PZ20020819,2002-08-19,2002-09-23,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/PACIFICA/maps/32PZ20020819.png,32PZ20020819,Arctic,CBL 2002 (AWS-02-II),Polar Star,Rebecca Woodgate,,CCHDO,,CCHDO,W. Smethie,,P. Schlosser,,"CTDPRS, CTDTMP, CTDSAL, SALNTY, CTDOXY, THETA, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-12, CFC113, DELO18, BARIUM",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/32PZ20020819.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0115588/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0115588.html,https://glodapv2.geomar.de/adjustments/show/32PZ20020819
33PY19960913,1996-09-13,1996-10-28,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0116717,33PY19960913,Arctic,SCICEX,Pogy,R.Sambrotto,,T.Hopkins,R.Sambrotto,R.Sambrotto,W.Smethie,,P.Schlosser,,"CTDTMP, CTDSAL, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, AMMONI, CFC-11, CFC113, TRITUM, HELIUM, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/33PY19960913.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0116717/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0116717.html,https://glodapv2.geomar.de/adjustments/show/33PY19960913
34AR19970805,1997-08-05,1997-09-25,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/34AR19970805.jpg,34AR19970805,Arctic,"34AR97_12, WOCE AR18f",Aranda,"H. Gronvall, J. Launiainen",,B. Rudels,T. Tanhua,T. Tanhua,"T. Tanhua, C. Law",,,,"CTDTMP, CTDSAL, OXYGEN, SILCAT, NITRAT, PHSPHT, CFC-11, CFC-12, CFC113, CCL4, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/34AR19970805.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0115602/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0115602.html,https://glodapv2.geomar.de/adjustments/show/34AR19970805
49NZ19990911,1999-09-11,1999-10-05,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/PACIFICA/maps/49NZ19990911.png,49NZ19990911,Arctic,MR99-K05 Leg 2,Mirai,Toshitaka Fukazawa,Akihoko Murata,,,,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, NITRAT, NITRIT, PHSPHT, SILCAT, TCARBN, ALKALI, THETA, SIGO, NH4",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0112350/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0112350.html,https://glodapv2.geomar.de/adjustments/show/49NZ19990911
49NZ20000803,2000-08-03,2000-10-13,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/PACIFICA/maps/49NZ20000803.png,49NZ20000803,Arctic,MR00-K06,Mirai,Takatoshi Takizawa,Akihiko Murata,,,,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, NITRAT, NITRIT, PHSPHT, SILCAT, TCARBN, ALKALI, CTDOXY, DOC, NH4",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0112352/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0112352.html,https://glodapv2.geomar.de/adjustments/show/49NZ20000803
49NZ20010828,2001-08-28,2001-09-14,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/PACIFICA/maps/49NZ20010828.png,49NZ20010828,Arctic,"MR01-K04 Leg 2, K2(47N/160E)",Mirai,Susumu Honjo,Akihiko Murata,,,,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, NITRAT, NITRIT, PHSPHT, SILCAT, TCARBN, ALKALI, PH_TOT, NH4",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0112257/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0112257.html,https://glodapv2.geomar.de/adjustments/show/49NZ20010828
49NZ20020822,2002-08-22,2002-10-10,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/PACIFICA/maps/49NZ20020822.png,49NZ20020822,Arctic,MR02-K05 Leg 1,Mirai,"Akihiko Murata, Koji Shimada",Akihiko Murata,,,,,,,,"CTDTMP, CTDSAL, CTDOXY, SALNTY, OXYGEN, NITRAT, NITRIT, PHSPHT, SILCAT, TCARBN, ALKALI, CHLORA, NH4, CHLWELSH, O18O16",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0112355/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0112355.html,https://glodapv2.geomar.de/adjustments/show/49NZ20020822
49NZ20040901,2004-09-01,2004-10-13,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/PACIFICA/maps/49NZ20040901.png,49NZ20040901,Arctic,MR04-05,Mirai,Koji Shimada,Shigeto Nishino,,,,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, CTDOXY, NITRIT, PHSPHT, SILCAT, NITRAT, ALKALI, CHLORA, NH4, CFC-11, CFC-12, CFC113, O18O16, CH4",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0112357/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0112357.html,https://glodapv2.geomar.de/adjustments/show/49NZ20040901
49NZ20060821,2006-08-21,2006-09-29,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/PACIFICA/maps/49NZ20060821.png,49NZ20060821,Arctic,MR06-04 Leg 2,Mirai,Naomi Harada,Naomi Harada,,,,,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, NITRAT, NITRIT, PHSPHT, SILCAT, TCARBN, ALKALI, PT_TOT, NH4, CTDOXY, FLUOR, SIGO",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0112268/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0112268.html,https://glodapv2.geomar.de/adjustments/show/49NZ20060821
58AA19940203,1994-02-03,1994-02-23,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/58AA19940203.jpg,58AA19940203,Arctic,"58AA9402, Leg 1",H. Mosby,O.M. Johannessen,I. Skjelvan,O.M. Johannessen,T. Johannessen,T. Johannessen,K.A. Olsson,,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, TCARBN, ALKALI, THETA",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0117371/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0117371.html,https://glodapv2.geomar.de/adjustments/show/58AA19940203
58AA19940224,1994-02-24,1994-03-17,https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/CARINA/58AA19940224.jpg,58AA19940224,Arctic,"58AA9402, Leg 2",H. Mosby,O.M. Johannessen,"I. Skjelvan, L. Anderson, T. Johannessen",T. Johannessen,T. Johannessen,T. Johannessen,"K.A. Olsson, T. Tanhua",,,,"CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-12, CCL4, TCARBN, ALKALI, THETA",https://www.ncei.noaa.gov/access/ocean-carbon-acidification-data-system/oceans/GLODAPv2/Refs/58AA19940224.html,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0113541/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0113541.html,https://glodapv2.geomar.de/adjustments/show/58AA19940224
